Tweet,Country,Topic,Sentiment,Sentiment_Expression,Sentiment_Target
ع سيرة بتر الأيدي والعقاب، أكتر شي بيلعبو بصابيع إجرين، وبستعيد قول جرير بالفرزدق:. زعموا الفرزدق أن سيقتل مربعًا. فابشر بطول سلامة يا مربع.,lebanon,personal,negative,implicit,بتر الأيدي
لو في عنا دوله وعندها كرامي كانت هي بطلب بسعد الحريري وبتطلب محاكمة على الاهاني الي سببها لدولة ولشعب البناني,syria,politics,negative,explicit,الاهاني
الله يستر البرايم الخامس كان خروج فارس وبكيت وغبت عن المدرسه اي وصح للحين ماانسى فقره المطبخ كان برا واحتريت فارس ل… https://t.co/jnEKloeV5O,palestine,entertainment,negative,explicit,البرايم الخامس
الخارجية الأميركية: ندعم حكومة لبنان لكننا نعتبر حزب الله منظمة إرهابية ولم نتلق إخطارا مسبقا بقرار رئيس الوزراء اللبناني الاستقالة,syria,politics,negative,explicit,حزب الله منظمة إرهابية
عاجل| حركة #الجهاد_الإسلامي: نجدد عهدنا لجماهير شعبنا بالمضي قدما في خيار #المقاومة حتى تحرير وطننا بالكامل. #فضائية_فلسطين_اليوم #Balfour100,lebanon,politics,positive,explicit,المقاومة
لو تخلى كل اناني عن انانيته وكل طماع عن اطماعه. وانتبه كل انسان لافعاله وصحح كل عوج في حياته لأنصلح. حال كل الافراد و… https://t.co/KlDJnbTAH7,palestine,personal,positive,explicit, كل ا
@DrIbrahimG العفو دكتور هذا أقل الواجب كنت أتمنى فقط لو شرفت بلقاء #أمي_نورة والتتلمذ على يديها رفع الله درجاتها في… https://t.co/y6N9cwj5SV,syria,personal,positive,explicit,هذا أقل الواجب
اللهم أنصر نيمار و باولينهيو والشباب المحترمة على تشيلي، اللهم تعادل بيرو و كولومبيا، اللهم ثبت خطى ميسي و ماسكيرانو والشباب الوردة 🙏🏽❤️,lebanon,sports,positive,explicit,ميسي و ماسكيرانو
الجيش ب #زيمبابوي يمسك السلطة ويحتجز الرئيس موغابي . مع العلم ان الجيش يقول سوينا هالشي عشان نقفط المفسدين بطانة ال… https://t.co/0mjJ1oErLs,palestine,politics,negative,explicit,الجيش ب #زيمبابوي
يا الله ارزقني حُبك، وأرزقني عونك ورضاك، اللهم لُطفك، اللهم الحاجه كُل الحاجه إليك، اللهم هُداك وذكرك وتيسيراً لا ي… https://t.co/zxcH1iA56x,syria,religions,positive,explicit,يا الله ارزقني حُبك،
ما اجمل شعور تروح مع سايق بك اب عايف حاله من الطفر و بيشكي من كل اشي . الك خاطر ترمي حالك و تنتحر 😭. بكل اشي بيفهم و كل الناس مرتشية 😂,jordan,personal,negative,explicit,بيشكي من كل اشي
@DijlahTv ليت اهالي الموصل والانباروصلاح الدين وديالى وكركوك - يوفوا لاهل الجنوب ما قدموه من شهداء لتحرير مدنهم واهلهم من الدواعش /كالكلاب,jordan,politics,negative,explicit,اهالي الموصل
@iAbdullah_24 😂 😂 😂 😂 . والله اشي بقهر انو كل هل الانتقادات ع بنزيما وكل اشي . واخر اشي زيدان بحكي انو هو المهاجم الافضل ذ,palestine,sports,negative,implicit,
في حزة العصر جاني رساله رسالتً مؤلمه يا الله تعيني. شي يخص الهلال وباقي احواله . إصابة إد… https://t.co/xKokrpvihn,palestine,sports,negative,explicit,يا الله
﴿ قُم الليل إلا قليلا ﴾ تكلَّم بما في قلبك، واطلب ربَّ السموات ما شئت؛ إنه قريبٌ منك ويستجيبُ لدعواتك. . #الوتر جنة القلوب 🌸.,jordan,religions,positive,explicit,قُم الليل إلا قليلا
"ينادي بصوته رغم الامطار شدة سائراً ""كعك ..كعك"" ليعود لمنزله فرحاً بما باع وان كان مبلغاً زهيداً فيكفي انه سد جوع اس… https://t.co/GofWfQCsWA",lebanon,personal,positive,explicit,سد جوع
#كاس_العالم_حيوحشنا_٥. 💚👑 : الحين تركي يقول ان المبلغ اودع تاريخ ٢٨-١. 💚👑 : صح. 💚👑 : وقبل دخول فترة الحرة. 💚👑 : صح . 💚… https://t.co/cTduUnq1vN,palestine,sports,negative,explicit,كاس_العالم_حيوحشنا_
@BarcaArabNet ماعتقد يرجع بسبوع او بسبوعين يحتاج اكثر من ذالك يحتاج مرونة في ساقيه و قدمين,syria,sports,negative,explicit,ماعتقد يرجع
القائم عادت عراقية ، البو كمال سورية .. الخطة الامريكية الإسرائيلية لتفتيت وتدمير الشعوب تهوي فاشلة .. دماء الشهداء المحررين انحناء لارواحكم,syria,politics,positive,explicit,الخطة الامريكية الإسرائيلية
بلد عزيز بل حبيب الى قلبي يشهد انتفاضة اصلاحية مباركة وهذا جيد جدا ولكن قبل كل ذالك فليوقفوا الظلم في المحاكم وتسيير اعمال الناس وإعطاء الحق,lebanon,politics,positive,explicit,انتفاضة اصلاحية مباركة
@DesAshar مفروض يكون في مسؤولية أكبر لما الزوجين يقرروا يجيبو طفل عالحياة . مش نخلف ونرمي . في ناس بتشتهي الخلفة وناس بطرانة وبرمو ولادهم,lebanon,personal,negative,explicit,"[': @DesAshar مفروض يكون في مسؤولية أكبر لما الزوجين يقرروا يجيبو طفل عالحياة . مش نخلف ونرمي . في ناس بتشتهي الخلفة وناس بطرانة وبرمو ولادهم', 'مفروض يكون في مسؤولية أكبر لما الزوجين يقرروا يجيبو طفل عالحياة . مش نخلف ونرمي . في ناس بتشتهي الخلفة وناس بطرانة وبرمو ولادهم', 'مفروض يكون في مسؤولية أكبر لما الزوجين يقرروا يجيبو طفل عالحياة', 'دعوة للاهتمام بالاطفال']"
اللهم إنّ خادم الحرمين و ولي عهده رفعوا لواء الحرب على الفساد،فاللهم أمددهم بعونك ونصرك على كل من خان القسم والوطن.… https://t.co/INLx1sFty8,palestine,politics,positive,explicit,رفعوا لواء الحرب على الفساد
شو بتحبي تشربي Demoiselle ؟. بعتذر أنا خاطبة. ولك يا غبية أنا لWaiter. ولك يا هبلة مش كل واحد حكاكي يعني عريس ممكن يكون Waiter ف بلا هبل,lebanon,personal,negative,explicit,ولك يا غبية أنا لWaiter
@Xeneize1O بشكل غير مباشر أجل ههههههههههه. بعض الناس غابوا فترة من التويتر عشان إنتكاس فريقهم 😬,syria,sports,negative,explicit,غابوا فترة من التويتر
خالد على انت اللى قلت فى 2014 الانتخابات مسرحية والا انتخابات تحت الحكم العسكرى، ...راجع نفسك كده انت فى صعود نحو الهاوية,syria,politics,negative,explicit,الانتخابات مسرحية
أمريكا للتستر على فضاحتها و فضاحة العبادي التزم بالصمت تجاه احتلال كركوك من قبل ايران و تأيد تصريحات العبادي الذي لم يكون له اي فعل في كركوك,syria,politics,negative,explicit,فضاحتها
الحمدلله الذي سترنا الحمدلله الذي رزقنا يارب ان رأيتنا نبتعد عنك ردنا اليك ردا جميلا يا الله لاتتركنا وحدنا ولاتزغ قلوبنا بعد اذ هديتنا,jordan,religions,positive,explicit,الحمدلله الذي سترنا الحمدلله
#العربية : لن نسمح لميشال عون الرئيس المسيحي أن يقرر مستقبل #لبنان. أصلاً من أنتم لتسمحوا أو لا تسمحوا ؟ أنتم لستم سوى عبيد عند أسيادكم,syria,politics,negative,explicit,"['لن نسمح لميشال عون الرئيس المسيحي أن يقرر مستقبل #لبنان.', 'استنكار', 'لن نسمح لميشال عون الرئيس المسيحي', 'العربية', 'لن نسمح لميشال عون الرئيس المسيحي أن يقرر مستقبل #لبنان. أصلاً من أنتم لتسمحوا أو لا تسمحوا ؟ أنتم لستم سوى عبيد عند أسيادكم']"
#لبنان سؤال .منذ متى والحصار على ايران الاسلام المحمدي الاصيل وليس المزيف بعد ان كان شرطيهم الشاه يلعب عوضا عنهم .الى الان رغم ذلك تتقدم,jordan,politics,negative,explicit,الحصار على ايران
دوري ابطال اسيا ٢٠٠٦. كأس الاتحاد الاسيوي ٢٠٠٩. تصفيات كأس العالم ٢٠١٠. كأس اسيا ٢٠١١. وهلق تصفيات ٢٠١٨. استمرار للفشل وقلة الحظ ببلد مالو حظ بشي,lebanon,sports,negative,explicit,الاتحاد
@khalidalanaze الله يبشرك بـ الخير والله يرفع قدرك قربت تنجلي الغمه بإذن الله بفضل الله ثم بفضل سمو سيدي ولي العهد… https://t.co/Jd7Wi9lONx,jordan,personal,positive,explicit,الله يبشرك بـ الخير والله
#السعوديه على الامم المتحده ان تضع هذا النظام السعودي تحت طائلة البند السابع لانه اصبح كً الكلب المسعور ينهش بجيرانه وإخوته وحتى اهل بيته,jordan,politics,negative,explicit,النظام السعودي
